,Case Number,Project Names,Amount,Date,Beneficiaries,Beneficiary type,Number of donations,Partner,Location,Details URL
1129,P47639,وجبات سحور الصائمين,"375,000ر.س",22/03/2024,"15,000",المواطنون والمقيمون بالمملكة,"23,387",جمعية البر الخيرية بمركز العصلة,مكة المكرمة,https://ehsan.sa/projects/0/46640?amount=null
1130,P47676,السلال الغذائية الرمضانية للأسر المحتاجة,"276,000ر.س",22/03/2024,276,المواطنون,"11,711",جمعية الداهنة الخيرية,الداهنة,https://ehsan.sa/projects/0/46677?amount=null
1131,P47706,إفطار الصائمين,"250,000ر.س",22/03/2024,"25,000",المواطنون,"10,239",جمعية لين للأعمال الإنسانية,مكة المكرمة,https://ehsan.sa/projects/0/46707?amount=null
1132,P47704,توفير الأجهزة الكهربائية للمحتاجين,"192,850ر.س",22/03/2024,133,المواطنون,"11,104",جمعية البر الخيرية بمركز الحكامية,الحكامية,https://ehsan.sa/projects/0/46705?amount=null
1133,P47710,دعم المقبلين على الزواج,"300,000ر.س",22/03/2024,30,المواطنون,"13,143",جمعية ابن باز للتنمية الأسرية,الرياض,https://ehsan.sa/projects/0/46711?amount=null
1134,P47711,رحلات العمرة للمحتاجين,"97,750ر.س",22/03/2024,391,المواطنون والمقيمون بالمملكة,"8,169",جمعية الدعوة والإرشاد وتوعية الجاليات بالربوعة,الربوعة,https://ehsan.sa/projects/0/46712?amount=null
1135,P47712,عملية استئصال جزء من القولون لمريضة محتاجة,"40,170ر.س",22/03/2024,1,المقيمون بالمملكة,"2,623",جمعية عناية الصحية,الرياض,https://ehsan.sa/projects/0/46713?amount=null
1136,P47713,الرعاية الصحية لذوي الإعاقة,"226,200ر.س",22/03/2024,377,المواطنون والمقيمون بالمملكة,"9,391",الامير مشعل بن عبدالله لذوي الاحتياجات الخاصة شمعة أمل,نجران,https://ehsan.sa/projects/0/46714?amount=null
1137,P47688,كفالة أمهات الأيتام,"154,800ر.س",22/03/2024,43,المواطنون والمقيمون بالمملكة,"7,296",جمعية البر الخيرية بالوديعة,الوديعة,https://ehsan.sa/projects/0/46689?amount=null
1138,P47681,كفالة مرضى الفشل الكلوي,"237,600ر.س",22/03/2024,24,المقيمون بالمملكة,"7,843",جمعية البركة الاهلية للخدمات الاجتماعية,الدمام,https://ehsan.sa/projects/0/46682?amount=null
1139,P47693,كفالة حلقات تحفيظ القرآن الكريم,"140,000ر.س",22/03/2024,700,المواطنون والمقيمون بالمملكة,"10,950",الجمعية الخيرية لتحفيظ القرآن الكريم بوادي ابن هشبل,وادي هشبل,https://ehsan.sa/projects/0/46694?amount=null
1140,P47696,السلال الغذائية للأسر المحتاجة,"374,400ر.س",22/03/2024,"1,248",المواطنون والمقيمون بالمملكة,"19,098",جمعية البر الخيرية ببريدة,بريدة,https://ehsan.sa/projects/0/46697?amount=null
1141,P47682,كفالة الدعاة,"30,000ر.س",22/03/2024,1,المقيمون بالمملكة,"2,109",جمعية الدعوة والإرشاد وتوعية الجاليات ببلّحمر,باللحمر,https://ehsan.sa/projects/0/46683?amount=null
1142,P47698,توفير أدوية التهاب العضلات الليفي,"199,380ر.س",22/03/2024,10,المواطنون والمقيمون بالمملكة,"10,520",الجمعية الصحية لرعاية مرضي الفايبرومياليجيا,الرياض,https://ehsan.sa/projects/0/46699?amount=null
1143,P47715,وجبات الإفطار في ساحات الحرم المكي,"250,000ر.س",22/03/2024,"25,000",المواطنون والمقيمون بالمملكة,"16,588",جمعية البر الاهلية بمركز السعدية,مكة المكرمة,https://ehsan.sa/projects/0/46716?amount=null
1144,P47672,دعم حلقات تحفيظ القرآن الكريم,"82,800ر.س",22/03/2024,23,المواطنون,"3,990",الجمعية الخيرية لتحفيظ القران الكريم بمحافظة بدر,بدر,https://ehsan.sa/projects/0/46675?amount=null
1145,P47675,الكفالة التعليمية لصعوبات التعلم,"50,000ر.س",22/03/2024,25,المواطنون,"2,709",بطء التعلم,الرياض,https://ehsan.sa/projects/0/46676?amount=null
1146,P47666,دعم الأسر المحتاجة,"219,500ر.س",22/03/2024,439,المواطنون,"8,955",جمعية البر والخدمات الاجتماعية بمركز ترج,بيشة,https://ehsan.sa/projects/0/46667?amount=null
1147,P47657,رحلات العمرة للمحتاجين,"190,000ر.س",22/03/2024,"1,000",المواطنون والمقيمون بالمملكة,"15,727",جمعية الخدمات الإنسانية بمركز العفج,العفج بالرين,https://ehsan.sa/projects/0/46658?amount=null
1148,P47685,دعم المقبلين على الزواج,"80,000ر.س",22/03/2024,16,المواطنون,"5,691",جمعية التنمية الاجتماعية بالغالة,الغالة,https://ehsan.sa/projects/0/46686?amount=null
1149,P47662,سداد إيجارات الأسر المعسرة,"165,000ر.س",22/03/2024,10,المواطنون,"9,031",الجمعية الخيرية بوادي فاطمة,الجموم,https://ehsan.sa/projects/0/46663?amount=null
1150,P47680,تغطية تكاليف الولادة للمحتاجين,"100,000ر.س",22/03/2024,50,المقيمون بالمملكة,"4,750",جمعية بسمة معافى الصحية,حفر الباطن,https://ehsan.sa/projects/0/46681?amount=null
1151,P47602,كفالة الأرامل والمطلقات,"328,000ر.س",22/03/2024,82,المواطنون,"13,505",جمعية تاروت الخيرية للخدمات الاجتماعية,تاروت,https://ehsan.sa/projects/0/46603?amount=null
1152,P47697,توفير وجبات السحور للمحتاجين,"299,728ر.س",22/03/2024,"1,703",المواطنون,"32,415",جمعية البر الخيرية ببني حسن,بني حسن,https://ehsan.sa/projects/0/46698?amount=null
1153,P47653,تفريج كرب الأسر المحتاجة,"280,000ر.س",22/03/2024,14,المواطنون,"17,274",جمعية عطاء بمحافظة جده,جدة,https://ehsan.sa/projects/0/46654?amount=null
1154,P47689,دعم الأسر المحتاجة,"370,000ر.س",22/03/2024,37,المواطنون والمقيمون بالمملكة,"30,683",الجمعية النسائية الخيرية بالأفلاج,الأفلاج,https://ehsan.sa/projects/0/46690?amount=null
1155,P47700,إفطار الصائمين,"249,990ر.س",22/03/2024,"16,666",المواطنون والمقيمون بالمملكة,"21,649",جمعية أرزاق لحفظ النعمة,مكة المكرمة,https://ehsan.sa/projects/0/46701?amount=null
1156,P47678,سقيا الماء,"195,000ر.س",22/03/2024,300,المواطنون,"19,973",جمعية البر الخيرية بمركز مقزع,الريث,https://ehsan.sa/projects/0/46679?amount=null
1157,P47703,كفالة مرضى الفشل الكلوي,"108,000ر.س",22/03/2024,2,المقيمون بالمملكة,"4,451",سمح للخدمات الطبية,طبرجل,https://ehsan.sa/projects/0/46704?amount=null
1158,P47668,الأجهزة الطبية للمحتاجين,"252,000ر.س",22/03/2024,70,المواطنون والمقيمون بالمملكة,"18,253",المؤسسة الخيرية الوطنية للرعاية الصحية المنزلية نرعاك,جدة,https://ehsan.sa/projects/0/46669?amount=null
1159,P47686,إفطار الصائمين,"350,000ر.س",22/03/2024,"1,000",المواطنون والمقيمون بالمملكة,"27,061",جمعية الأفلاج الخيرية,الأفلاج,https://ehsan.sa/projects/0/46687?amount=null
1160,P47683,رحلات العمرة للمحتاجين,"35,000ر.س",22/03/2024,35,المواطنون والمقيمون بالمملكة,"2,773",جمعية التنمية الأهلية بشمال نجران,نجران,https://ehsan.sa/projects/0/46684?amount=null
1161,P47701,عملية إغلاق فتحة بطن لطفل رضيع,"85,947ر.س",22/03/2024,1,المقيمون بالمملكة,"3,161",جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46702?amount=null
1162,P47594,توفير الأجهزة الكهربائية للمحتاجين,"299,500ر.س",22/03/2024,599,المواطنون,"23,723",جمعية البر الخيرية بالعرين,العرين,https://ehsan.sa/projects/0/46595?amount=null
1163,P47613,غرس الأشجار لمكافحة التصحر,"84,000ر.س",22/03/2024,"4,000",المواطنون والمقيمون بالمملكة,"8,392",جمعية التنمية الأهلية بمحافظة ظهران الجنوب,ظهران الجنوب,https://ehsan.sa/projects/0/46614?amount=null
1164,P47607,تأثيث منازل المحتاجين,"198,000ر.س",22/03/2024,99,المواطنون,"13,691",الجمعية الخيرية بالقويعية,القويعية,https://ehsan.sa/projects/0/46608?amount=null
1165,P47677,إفطار الصائمين,"180,000ر.س",22/03/2024,"12,000",المقيمون بالمملكة,"8,769",جمعية الدعوة والارشاد وتوعية الجاليات في المزاحمية,المزاحمية,https://ehsan.sa/projects/0/46678?amount=null
1166,P47679,عملية إغلاق فتحة بطن لطفل رضيع,"20,000ر.س",22/03/2024,1,المواطنون والمقيمون بالمملكة,378,جمعية الإحسان الطبية الخيرية,أبي عريش,https://ehsan.sa/projects/0/46680?amount=null
1167,P47660,الرعاية الصحية لمرضى السرطان,"297,000ر.س",22/03/2024,27,المواطنون والمقيمون بالمملكة,"15,580",جمعية أطباء طيبة الطبية الخيرية حياة,المدينة المنورة,https://ehsan.sa/projects/0/46661?amount=null
1168,P47663,السلال الغذائية للأسر المحتاجة,"416,250ر.س",22/03/2024,925,المواطنون,"19,975",جمعية البر الخيرية بمحافظة قلوة,قلوة,https://ehsan.sa/projects/0/46664?amount=null
1169,P47670,وجبات إفطار الصائمين,"135,000ر.س",22/03/2024,150,المواطنون,"4,436",جمعية البر الخيرية بمركز الحكامية,الحكامية,https://ehsan.sa/projects/0/46671?amount=null
1170,P47615,كسوة الأسر المحتاجة,"276,000ر.س",22/03/2024,276,المواطنون,"14,321",جمعية الداهنة الخيرية,الداهنة,https://ehsan.sa/projects/0/46616?amount=null
1171,P47669,وجبات الإفطار في ساحات الحرم المكي,"540,000ر.س",22/03/2024,"60,000",المواطنون والمقيمون بالمملكة,"25,327",جمعية البر الخيرية بمركز الأملح,مكة المكرمة,https://ehsan.sa/projects/0/46670?amount=null
1172,P47583,إعانة أسر السجناء,"300,000ر.س",22/03/2024,100,المواطنون,"17,530",جمعية البر الخيرية بأبها,أبها,https://ehsan.sa/projects/0/46584?amount=null
1173,P47654,دعم المقبلين على الزواج,"30,000ر.س",22/03/2024,3,المواطنون,"2,413",جمعية علا لذوي الاعاقة,العلا,https://ehsan.sa/projects/0/46655?amount=null
1174,P47664,سقيا الماء,"312,900ر.س",22/03/2024,"10,430",المواطنون والمقيمون بالمملكة,"28,143",جمعية حفظ النعمة بحائل,حائل,https://ehsan.sa/projects/0/46665?amount=null
1175,P47661,كفالة مرضى الفشل الكلوي,"91,800ر.س",22/03/2024,51,المقيمون بالمملكة,"2,118",ربيع طيبة لرعاية مرضى الفشل الكلوي,المدينة المنورة,https://ehsan.sa/projects/0/46662?amount=null
1176,P47665,وجبات إفطار الصائمين,"99,990ر.س",22/03/2024,"6,666",المواطنون والمقيمون بالمملكة,"3,730",جمعية الدعوة والإرشاد وتوعية الجاليات بالعقربية,الخبر,https://ehsan.sa/projects/0/46666?amount=null
1177,P47659,تركيب دعامة عمود فقري لمريض محتاج,"75,000ر.س",22/03/2024,1,المقيمون بالمملكة,"1,418",جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46660?amount=null
1178,P47656,رحلات العمرة للمحتاجين,"13,000ر.س",22/03/2024,26,المواطنون,523,جمعية التنمية الأهلية بأحياء الصالحية وتوابعها,الأحساء,https://ehsan.sa/projects/0/46657?amount=null
1179,P47638,السلال الغذائية الرمضانية للأسر المحتاجة,"478,000ر.س",22/03/2024,478,المواطنون,"21,291",جمعية المكفوفين الأهلية بمنطقة الرياض كفيف,الرياض,https://ehsan.sa/projects/0/46639?amount=null
1180,P47456,تعليم الطلاب المحتاجين,"120,000ر.س",22/03/2024,200,المواطنون,"4,119",جمعية حرف التعليمية,العارضة,https://ehsan.sa/projects/0/46457?amount=null
1181,P47652,رحلات العمرة للمحتاجين,"200,000ر.س",22/03/2024,800,المواطنون والمقيمون بالمملكة,"16,194",جمعية الدعوة والإرشاد وتوعية الجاليات بعشيرة,مكة المكرمة,https://ehsan.sa/projects/0/46653?amount=null
1182,P47636,تفريج كرب الأسر المحتاجة,"174,000ر.س",22/03/2024,174,المواطنون,"6,102",جمعية النخيل الخيرية,النخيل,https://ehsan.sa/projects/0/46637?amount=null
1183,P47637,دعم المقبلين على الزواج,"60,000ر.س",22/03/2024,4,المواطنون,"3,627",جمعية فضلا الخيرية,مركز فضلا,https://ehsan.sa/projects/0/46638?amount=null
1184,P47593,دعم الأسر المحتاجة,"294,000ر.س",22/03/2024,98,المواطنون,"18,664",جمعية البطالية الخيرية,الأحساء,https://ehsan.sa/projects/0/46594?amount=null
1185,P47650,إفطار الصائمين,"198,000ر.س",22/03/2024,"16,500",المقيمون بالمملكة,"11,284",جمعية الدعوة والارشاد وتوعية الجاليات بالروضة,الرياض,https://ehsan.sa/projects/0/46651?amount=null
1186,P47642,سداد إيجار منازل الأسر المعسرة,"192,000ر.س",22/03/2024,24,المواطنون,"2,506",الجمعية الخيرية بمحافظة رماح,رماح,https://ehsan.sa/projects/0/46643?amount=null
1187,P47643,عملية تعديل انحناء العمود الفقري لمريض محتاج,"96,000ر.س",22/03/2024,1,المقيمون بالمملكة,"2,300",جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46644?amount=null
1188,P47640,سقيا الماء,"500,000ر.س",22/03/2024,"500,000",المواطنون والمقيمون بالمملكة,"40,732",جمعية تنمية القرى الخيرية,مكة المكرمة,https://ehsan.sa/projects/0/46641?amount=null
1189,P47646,جلسات غسيل الكلى للمرضى المحتاجين,"215,676ر.س",22/03/2024,27,المقيمون بالمملكة,"9,037",جمعية أطباء طيبة الطبية الخيرية حياة,المدينة المنورة,https://ehsan.sa/projects/0/46647?amount=null
1190,P47651,إزالة كيس واستئصال الرحم لمريضة محتاجة,"25,760ر.س",22/03/2024,1,المقيمون بالمملكة,"2,456",جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46652?amount=null
1191,P47645,الأجهزة الطبية للمحتاجين,"193,968ر.س",22/03/2024,27,المواطنون والمقيمون بالمملكة,"2,817",جمعية بادر الأجهزة الطبية,جدة,https://ehsan.sa/projects/0/46646?amount=null
1192,P47581,وجبات إفطار الصائمين,"229,128ر.س",22/03/2024,"9,547",المواطنون والمقيمون بالمملكة,"13,079",جمعية البر الخيرية بالقوارة,القوارة,https://ehsan.sa/projects/0/46582?amount=null
1193,P47310,البرامج التدريبية للطلاب المحتاجين,"176,700ر.س",22/03/2024,57,المواطنون,"9,717",جمعية التنمية الاهلية بشرورة,شرورة,https://ehsan.sa/projects/0/46311?amount=null
1194,P47647,رحلات العمرة للمحتاجين,"120,000ر.س",22/03/2024,600,المواطنون والمقيمون بالمملكة,"10,232",جمعية الهدى لمساعدة الحجاج بمحافظة رابغ,مكة المكرمة,https://ehsan.sa/projects/0/46648?amount=null
1195,P47630,وجبات الإفطار في ساحات الحرم المكي,"500,000ر.س",22/03/2024,"50,000",المواطنون والمقيمون بالمملكة,"16,686",جمعية البر الخيرية بالليث,الليث,https://ehsan.sa/projects/0/46631?amount=null
1196,P47632,دعم المقبلين على الزواج,"190,000ر.س",22/03/2024,19,المواطنون,"6,579",جمعية التنمية الأسرية في محافظة الأفلاج,الأفلاج,https://ehsan.sa/projects/0/46633?amount=null
1197,P47626,توفير وجبات السحور للصائمين,"455,000ر.س",22/03/2024,"35,000",المواطنون والمقيمون بالمملكة,"33,249",جمعية مراكز الأحياء بمنطقة المدينة المنورة,المدينة المنورة,https://ehsan.sa/projects/0/46627?amount=null
1198,P47631,سقيا الماء,"500,000ر.س",22/03/2024,"500,000",المواطنون والمقيمون بالمملكة,"35,505",جمعية البر الخيرية بالخرمة,مكة المكرمة,https://ehsan.sa/projects/0/46632?amount=null
1199,P47633,رحلات العمرة للمحتاجين,"193,750ر.س",22/03/2024,625,المواطنون والمقيمون بالمملكة,"14,051",جمعية مبرة التطوعية,الشيحية - بقعاء,https://ehsan.sa/projects/0/46634?amount=null
1200,P47625,السلال الغذائية الرمضانية,"234,800ر.س",22/03/2024,587,المواطنون,"10,306",جمعية ذات النطاقين النسائية الخيرية بمحايل عسير,محايل عسير,https://ehsan.sa/projects/0/46626?amount=null
1201,P47817,السلال الغذائية الرمضانية,"249,711ر.س",22/03/2024,483,المواطنون,"12,050",جمعية البر الخيرية بمركز الأملح,رنية,https://ehsan.sa/projects/0/46818?amount=null
1202,P47757,سداد إيجار منازل الأسر المتعففة,"200,000ر.س",22/03/2024,30,المواطنون,"6,759",جمعية الباحة للاسكان التنموي,الباحة,https://ehsan.sa/projects/0/46758?amount=null
1203,P47658,عملية استبدال المفصل لمريضة محتاجة,"40,000ر.س",22/03/2024,1,المواطنون,193,جمعية تداوي الصحية بمحافظة بشرورة,شرورة,https://ehsan.sa/projects/0/46659?amount=null
1204,P47818,وجبات إفطار الصائمين,"165,000ر.س",21/03/2024,"15,000",المواطنون والمقيمون بالمملكة,"11,449",جمعية ارزاق الخير لحفظ النعمة,حفر الباطن,https://ehsan.sa/projects/0/46819?amount=null
1205,P47793,العمليات الجراحية للمحتاجين,"379,000ر.س",21/03/2024,10,المواطنون والمقيمون بالمملكة,"4,587",جمعية زمزم الصحية,جدة,https://ehsan.sa/projects/0/46794?amount=null
1206,P47794,تفريج كرب الأسر المحتاجة,"334,500ر.س",21/03/2024,223,المواطنون,"23,917",جمعية البر الخيرية بالبجادية,البجادية,https://ehsan.sa/projects/0/46795?amount=null
1207,P47788,التكفل بالعمرة للمحتاجين,"60,000ر.س",21/03/2024,400,المواطنون والمقيمون بالمملكة,"4,773",جمعية الدعوة والارشاد وتوعية الجاليات بثلاثاء بني عيسى,القنفذه,https://ehsan.sa/projects/0/46789?amount=null
1208,P47786,سقيا الماء,"300,000ر.س",21/03/2024,"300,000",المواطنون والمقيمون بالمملكة,"23,497",جمعية الخدمات الإجتماعية بنمران,مكة المكرمة,https://ehsan.sa/projects/0/46787?amount=null
1209,P47815,عملية تثبيت ذوبان الكاحل لمريضة محتاجة,"23,873ر.س",20/03/2024,1,المقيمون بالمملكة,891,جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46816?amount=null
1210,P47737,وجبات إفطار الصائمين,"500,004ر.س",20/03/2024,"41,667",المواطنون والمقيمون بالمملكة,"23,034",جمعية البر الأهلية بيلملم,مكة المكرمة,https://ehsan.sa/projects/0/46738?amount=null
1211,P47787,سقيا الماء,"55,800ر.س",20/03/2024,93,المواطنون,"4,344",جمعية البر الخيرية بمصدة,مصدة,https://ehsan.sa/projects/0/46788?amount=null
1212,P47772,دعم المقبلين على الزواج,"200,000ر.س",20/03/2024,40,المواطنون,"9,608",جمعية التنمية الأسرية بمنطة المدينة المنورة (أسرتي),المدينة المنورة,https://ehsan.sa/projects/0/46773?amount=null
1213,P47756,وجبات الإفطار في ساحات الحرم المكي,"250,000ر.س",20/03/2024,"25,000",المواطنون والمقيمون بالمملكة,"8,903",جمعية البر الخيرية بمركز فيضة المسلح,مكة المكرمة,https://ehsan.sa/projects/0/46757?amount=null
1214,P47760,رحلات العمرة للمحتاجين,"160,000ر.س",20/03/2024,800,المواطنون والمقيمون بالمملكة,"17,450",جمعية الدعوة والإرشاد وتوعية الجاليات بفيفاء,فيفاء,https://ehsan.sa/projects/0/46761?amount=null
1215,P47761,كفالة الأرامل والمطلقات,"412,000ر.س",20/03/2024,412,المواطنون,"10,742",جمعية المودة للتنمية الأسرية,جدة,https://ehsan.sa/projects/0/46767?amount=null
1216,P47767,دعم الأسر المحتاجة,"393,600ر.س",20/03/2024,41,المواطنون,"2,896",جمعية البر الخيرية بالحرجة,الحرجة,https://ehsan.sa/projects/0/46768?amount=null
1217,P47768,الأجهزة الطبية للمحتاجين,"200,200ر.س",20/03/2024,308,المواطنون,"5,175",الامير مشعل بن عبدالله لذوي الاحتياجات الخاصة شمعة أمل,نجران,https://ehsan.sa/projects/0/46769?amount=null
1218,P47798,السلال الغذائية الرمضانية للأسر المحتاجة,"294,000ر.س",20/03/2024,735,المواطنون,"19,389",جمعية البر الخيرية بتندحة,تندحة,https://ehsan.sa/projects/0/46799?amount=null
1219,P47774,بناء مسجد,"1,100,000ر.س",19/03/2024,"2,000",المواطنون والمقيمون بالمملكة,"55,663",جمعية العناية بمساجد الطرق,أبها,https://ehsan.sa/projects/0/46775?amount=null
1220,P47782,وجبات الإفطار في ساحات الحرم المكي,"250,000ر.س",19/03/2024,"25,000",المواطنون والمقيمون بالمملكة,"9,420",الجمعية الخيرية بوادي قديد,خليص,https://ehsan.sa/projects/0/46783?amount=null
1221,P47759,رحلات العمرة للمحتاجين,"162,000ر.س",19/03/2024,540,المواطنون والمقيمون بالمملكة,"4,045",جمعية الدعوة والإرشاد وتوعية الجاليات بالقنفذة,مكة المكرمة,https://ehsan.sa/projects/0/46760?amount=null
1222,P47791,تأمين احتياجات المرضى المتعففين,"375,000ر.س",19/03/2024,150,المواطنون والمقيمون بالمملكة,"8,485",سمح للخدمات الطبية,طبرجل,https://ehsan.sa/projects/0/46792?amount=null
1223,P47783,إفطار الصائمين,"249,990ر.س",19/03/2024,"16,666",المواطنون والمقيمون بالمملكة,"15,412",جمعية أرزاق لحفظ النعمة,الطائف,https://ehsan.sa/projects/0/46784?amount=null
1224,P47801,عملية تغيير الفك لمريض محتاج,"169,000ر.س",19/03/2024,1,المقيمون بالمملكة,709,جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46802?amount=null
1225,P47789,سداد إيجار منازل الأسر المتعففة,"250,000ر.س",19/03/2024,24,المواطنون,"5,397",جمعية البر الخيرية بالفريش,الفريش,https://ehsan.sa/projects/0/46790?amount=null
1226,P47771,دعم الأسر المحتاجة,"108,000ر.س",19/03/2024,54,المواطنون,"8,152",جمعية البر الخيرية بالفويلق,القويعية,https://ehsan.sa/projects/0/46772?amount=null
1227,P47785,سقيا الماء,"33,600ر.س",18/03/2024,168,المواطنون,"2,149",جمعية إعانة المحتاجين بالجرد,القوز,https://ehsan.sa/projects/0/46786?amount=null
1228,P47740,السماعات الطبية لضعيفي السمع,"348,330ر.س",18/03/2024,85,المواطنون والمقيمون بالمملكة,"7,618",جمعية زمزم الصحية,جدة,https://ehsan.sa/projects/0/46741?amount=null
1229,P47792,علاج الأورام الليفية في الرحم لمريضة محتاجة,"16,000ر.س",18/03/2024,1,المقيمون بالمملكة,819,جمعية الإحسان الطبية الخيرية,أبي عريش,https://ehsan.sa/projects/0/46793?amount=null
1230,P47780,السلال الغذائية الرمضانية للأسر المحتاجة,"29,700ر.س",18/03/2024,99,المواطنون,486,جمعية البر الخيرية بالمجمعة,المجمعة,https://ehsan.sa/projects/0/46781?amount=null
1231,P47755,دعم الأسر المحتاجة,"300,000ر.س",18/03/2024,150,المواطنون,"8,471",جمعية بكة للخدمات الإنسانية,مكة المكرمة,https://ehsan.sa/projects/0/46756?amount=null
1232,P47777,تأمين الأدوية للمرضى المحتاجين,"250,000ر.س",18/03/2024,500,المقيمون بالمملكة,"8,865",الجمعية الخيرية لتوفير الدواء للجميع بمكة المكرمة,مكة المكرمة,https://ehsan.sa/projects/0/46778?amount=null
1233,P47775,وجبات الإفطار في ساحات الحرم المكي,"249,990ر.س",17/03/2024,"16,666",المقيمون بالمملكة,"8,082",جمعية عروى الخيرية,مكة المكرمة,https://ehsan.sa/projects/0/46776?amount=null
1234,P47754,السلال الغذائية الرمضانية للأسر المحتاجة,"96,800ر.س",17/03/2024,121,المواطنون,"1,408",جمعية البر الخيرية بمركز طلال,الحناكية,https://ehsan.sa/projects/0/46755?amount=null
1235,P47776,إفطار الصائمين,"120,000ر.س",17/03/2024,"15,000",المواطنون والمقيمون بالمملكة,"7,953",جمعية البر الخيرية بوادي بن هشبل,وادي هشبل,https://ehsan.sa/projects/0/46777?amount=null
1236,P47779,استئصال ورم سرطاني في المستقيم لمريضة محتاجة,"47,445ر.س",17/03/2024,1,المقيمون بالمملكة,"3,141",جمعية الإحسان الطبية الخيرية,جازان,https://ehsan.sa/projects/0/46780?amount=null
1237,P47749,دعم كبار السن من ذوي الاحتياجات الخاصة,"360,000ر.س",17/03/2024,50,المواطنون والمقيمون بالمملكة,"10,411",سمح للخدمات الطبية,طبرجل,https://ehsan.sa/projects/0/46750?amount=null
1238,P47750,وجبات إفطار الصائمين,"231,000ر.س",17/03/2024,"21,000",المقيمون بالمملكة,"9,619",جمعية الدعوة والإرشاد وتوعية الجاليات بالرس,الرس,https://ehsan.sa/projects/0/46751?amount=null
1239,P47751,وجبات الإفطار في ساحات الحرم المكي,"250,500ر.س",17/03/2024,"16,700",المواطنون والمقيمون بالمملكة,"10,850",وفد الرحمن,مكة المكرمة,https://ehsan.sa/projects/0/46752?amount=null
1240,P47752,علاج قرنية لطفل محتاج,"23,950ر.س",17/03/2024,1,المقيمون بالمملكة,460,جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46753?amount=null
1241,P47753,تركيب الأطراف الصناعية للمرضى المحتاجين,"63,000ر.س",17/03/2024,6,المواطنون,"2,239",عطاء المكية للأشخاص ذوي الإعاقة,مكة المكرمة,https://ehsan.sa/projects/0/46754?amount=null
1242,P47741,سقيا الماء,"500,000ر.س",17/03/2024,"500,000",المقيمون بالمملكة,"34,918",جمعية عروى الخيرية,مكة المكرمة,https://ehsan.sa/projects/0/46742?amount=null
1243,P47742,كفالة حلقات تحفيظ القرآن الكريم,"120,000ر.س",17/03/2024,24,المواطنون والمقيمون بالمملكة,"5,585",الجمعية الخيرية لتحفيظ القرآن الكريم بمركز شعف جارمة,شعف جارمة,https://ehsan.sa/projects/0/46743?amount=null
1244,P47745,دعم المقبلين على الزواج,"132,000ر.س",17/03/2024,11,المواطنون,"7,031",جمعية البر الخيرية بالبجادية,البجادية,https://ehsan.sa/projects/0/46746?amount=null
1245,P47746,العمليات الجراحية للمحتاجين,"200,000ر.س",17/03/2024,20,المقيمون بالمملكة,"9,286",جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46747?amount=null
1246,P47738,سقيا الماء,"97,350ر.س",17/03/2024,295,المواطنون والمقيمون بالمملكة,"5,117",جمعية حفظ النعمة الخيرية بالبدائع,البدائع,https://ehsan.sa/projects/0/46739?amount=null
1247,P47735,إفطار الصائمين,"99,000ر.س",17/03/2024,"9,000",المواطنون والمقيمون بالمملكة,"4,320",جمعية الدعوة والإرشاد وتوعية الجاليات بالعقيق,العقيق,https://ehsan.sa/projects/0/46736?amount=null
1248,P47730,الرعاية الصحية لمرضى القلب,"366,146ر.س",17/03/2024,17,المواطنون والمقيمون بالمملكة,"10,242",جمعية زمزم الصحية,جدة,https://ehsan.sa/projects/0/46731?amount=null
1249,P47721,سداد إيجارات الأسر المعسرة,"100,000ر.س",17/03/2024,10,المواطنون,"4,689",جمعية البر الخيرية بالبطين,البطين,https://ehsan.sa/projects/0/46722?amount=null
1250,P47743,تفريج كرب,"432,000ر.س",16/03/2024,288,المواطنون والمقيمون بالمملكة,"24,923",جمعية البر الخيرية بالربوعة,الربوعة,https://ehsan.sa/projects/0/46744?amount=null
1251,P47748,وجبات إفطار الصائمين,"60,000ر.س",16/03/2024,"6,000",المواطنون والمقيمون بالمملكة,"3,550",جمعية حفظ النعمة بحائل,حائل,https://ehsan.sa/projects/0/46749?amount=null
1252,P47747,إفطار الصائمين,"400,000ر.س",16/03/2024,"40,000",المواطنون والمقيمون بالمملكة,"30,357",الجمعية الخيرية بالدلم,الدلم,https://ehsan.sa/projects/0/46748?amount=null
1253,P47729,كفالة ذوي الإعاقة,"190,000ر.س",15/03/2024,50,المواطنون والمقيمون بالمملكة,"7,589",الجمعية الخيرية بالقويعية,القويعية,https://ehsan.sa/projects/0/46730?amount=null
1254,P47736,السلال الغذائية الرمضانية للأسر المحتاجة,"185,850ر.س",15/03/2024,531,المواطنون,"15,429",جمعية النخيل الخيرية,النخيل,https://ehsan.sa/projects/0/46737?amount=null
